"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","28954.2","","","","1"
"2015-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","28965.9","","","","1"
"2015-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","28981.9","","","","1"
"2015-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29000.4","","","","1"
"2015-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29020.2","","","","1"
"2015-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29048.8","","","","1"
"2015-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29074.3","","","","1"
"2015-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29099.5","","","","1"
"2015-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29129.5","","","","1"
"2015-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29152.4","","","","1"
"2015-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29173.1","","","","1"
"2015-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29193.6","","","","1"
"2016-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29218.7","","","","1"
"2016-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29249.3","","","","1"
"2016-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29274.3","","","","1"
"2016-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29298.9","","","","1"
"2016-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29333.5","","","","1"
"2016-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29366.1","","","","1"
"2016-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29400.7","","","","1"
"2016-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29436.7","","","","1"
"2016-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29465.7","","","","1"
"2016-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29492.9","","","","1"
"2016-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29518.3","","","","1"
"2016-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29542.6","","","","1"
"2017-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29575.4","","","","1"
"2017-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29601.2","","","","1"
"2017-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29632.8","","","","1"
"2017-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29664.6","","","","1"
"2017-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29705.0","","","","1"
"2017-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29739.5","","","","1"
"2017-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29776.2","","","","1"
"2017-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29821.4","","","","1"
"2017-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29855.7","","","","1"
"2017-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29889.3","","","","1"
"2017-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29921.7","","","","1"
"2017-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29953.3","","","","1"
"2018-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","29996.8","","","","1"
"2018-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30027.7","","","","1"
"2018-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30065.1","","","","1"
"2018-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30112.8","","","","1"
"2018-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30152.1","","","","1"
"2018-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30193.1","","","","1"
"2018-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30241.0","","","","1"
"2018-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30273.2","","","","1"
"2018-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30305.2","","","","1"
"2018-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30337.3","","","","1"
"2018-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30366.4","","","","1"
"2018-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30393.7","","","","1"
"2019-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30427.8","","","","1"
"2019-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30450.9","","","","1"
"2019-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30479.8","","","","1"
"2019-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30519.6","","","","1"
"2019-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30554.4","","","","1"
"2019-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30593.1","","","","1"
"2019-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30649.4","","","","1"
"2019-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30694.3","","","","1"
"2019-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30747.6","","","","1"
"2019-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30791.8","","","","1"
"2019-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30832.4","","","","1"
"2019-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30868.9","","","","1"
"2020-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30907.3","","","","1"
"2020-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30945.1","","","","1"
"2020-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30988.3","","","","1"
"2020-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31014.2","","","","1"
"2020-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31037.6","","","","1"
"2020-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31070.8","","","","1"
"2020-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31100.2","","","","1"
"2020-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31126.0","","","","1"
"2020-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31154.4","","","","1"
"2020-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31172.3","","","","1"
"2020-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31185.8","","","","1"
"2020-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31193.7","","","","1"
"2021-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31203.9","","","","1"
"2021-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31221.9","","","","1"
"2021-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31235.6","","","","1"
"2021-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31248.1","","","","1"
"2021-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31260.4","","","","1"
"2021-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31287.5","","","","1"
"2021-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31318.8","","","","1"
"2021-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31359.5","","","","1"
"2021-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31393.0","","","","1"
"2021-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31432.6","","","","1"
"2021-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31475.9","","","","1"
"2021-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31518.9","","","","1"
"2022-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31559.4","","","","1"
"2022-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31600.5","","","","1"
"2022-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31642.1","","","","1"
"2022-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31683.5","","","","1"
"2022-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31733.2","","","","1"
"2022-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31781.7","","","","1"
"2022-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31834.3","","","","1"
"2022-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31894.0","","","","1"
"2022-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31948.3","","","","1"
"2022-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32005.2","","","","1"
"2022-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32058.7","","","","1"
"2022-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32111.8","","","","1"
"2023-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32187.9","","","","1"
"2023-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32270.6","","","","1"
"2023-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32355.3","","","","1"
"2023-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32432.5","","","","1"
"2023-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32524.6","","","","1"
"2023-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32617.0","","","","1"
"2023-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32710.3","","","","1"
"2023-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32808.3","","","","1"
"2023-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32896.0","","","","1"
"2023-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32987.7","","","","1"
"2023-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33077.9","","","","1"
"2023-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33168.3","","","","1"
"2024-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33276.5","","","","1"
"2024-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33373.5","","","","1"
"2024-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33469.5","","","","1"
"2024-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33578.9","","","","1"
"2024-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33685.5","","","","1"
"2024-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33788.3","","","","1"
"2024-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33899.8","","","","1"
"2024-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33995.1","","","","1"
"2024-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34089.8","","","","1"
"2024-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34163.7","","","","1"
"2024-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34225.2","","","","1"
"2024-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34285.1","","","","1"
"2025-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34340.8","","","","1"
"2025-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34388.2","","","","1"
"2025-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34440.0","","","","1"
"2025-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34493.6","","","","1"
"2025-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34530.6","","","","1"
"2025-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34577.2","","","","1"
"2025-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34614.8","","","","1"
"2025-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34644.2","","","","1"
"2025-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34671.9","","","","1"
"2025-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34695.4","","","","1"
"2025-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34713.1","","","","1"
"2025-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34723.0","","","","1"
"2015-01","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14275.9","","","","1"
"2015-02","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14282.3","","","","1"
"2015-03","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14290.4","","","","1"
"2015-04","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14299.9","","","","1"
"2015-05","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14310.1","","","","1"
"2015-06","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14324.2","","","","1"
"2015-07","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14337.0","","","","1"
"2015-08","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14349.9","","","","1"
"2015-09","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14365.2","","","","1"
"2015-10","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14376.9","","","","1"
"2015-11","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14387.7","","","","1"
"2015-12","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14398.0","","","","1"
"2016-01","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14411.2","","","","1"
"2016-02","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14426.6","","","","1"
"2016-03","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14439.3","","","","1"
"2016-04","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14451.8","","","","1"
"2016-05","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14469.5","","","","1"
"2016-06","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14485.7","","","","1"
"2016-07","Canada","2021A000011124","Population","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062818","1.1.2.1.1.1","14503.8","","","","1"
